"","X","business_id","name","categories","city","state","stars","review_count","BusinessParking_street","BusinessParking_validated","BusinessParking_lot","BusinessParking_valet","BikeParking","Caters","WheelchairAccessible","OutdoorSeating","GoodForMeal_latenight","GoodForMeal_lunch","GoodForMeal_dinner","GoodForMeal_breakfast","GoodForMeal_brunch","CoatCheck","DogsAllowed","NumberOfCheckins","BusinessType"
"115",130,"_7hhpjQHxjPi0gNzzMmO6g","""New Sun Star Super Buffet""","Buffets;Restaurants;Chinese","Phoenix","AZ",2,7,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,4,"Bad"
"116",131,"_7nELtYw3n2DzMN8252lhQ","""Village Tavern and Trattoria""","Restaurants;Italian","Pittsburgh","PA",3.5,38,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,56,"Good"
"117",132,"_7u6Cdgoo65xqUNOuRX4Ew","""Nekter Juice Bar""","Ice Cream & Frozen Yogurt;Gluten-Free;Juice Bars & Smoothies;Acai Bowls;Food;Restaurants","Phoenix","AZ",4,69,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,475,"Good"
"118",133,"_8_XQHXPVwKuuklFgZ_5Lg","""Black Bear Diner""","American (Traditional);Restaurants;Breakfast & Brunch;Diners","Chandler","AZ",3.5,110,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,277,"Good"
"119",134,"_89bhQB_KjkJxTBn1A6iPA","""Cafe 808""","Salad;Sandwiches;Caterers;Event Planning & Services;Restaurants;Food;Coffee & Tea","Pittsburgh","PA",4,7,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,8,"Good"
"120",135,"_8AlKWBLY9F9zX8siTOr9A","""Pita Pit""","Restaurants;Fast Food;Mediterranean;Sandwiches;Breakfast & Brunch","Mesa","AZ",4.5,19,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,38,"Good"
"121",136,"_8c3Ky90nE50rN4Mb_Sxtw","""Hsin Cafe""","Asian Fusion;Restaurants;Chinese","Phoenix","AZ",3.5,61,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,107,"Good"
"122",137,"_8HzIslOdrED7JQF2DU2fg","""Subway""","Sandwiches;Fast Food;Restaurants","Phoenix","AZ",3,14,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,43,"Good"
"123",139,"_8mBVtt6yhkS0YtT1FGBNg","""Nekter Juice Bar""","Vegan;Acai Bowls;Juice Bars & Smoothies;Food;Restaurants;Gluten-Free","Las Vegas","NV",3.5,73,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,244,"Good"
"124",140,"_8Os_hsIMqO7njlJChHdvA","""Marie's Restaurant""","Restaurants;American (Traditional)","Cleveland","OH",4,4,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,10,"Good"
"125",141,"_8URoVfDFkJtuAM53sNyLQ","""Waffle House""","Restaurants;Diners;Fast Food","Mesa","AZ",2,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,6,"Bad"
"126",142,"_9ivE0h8DdfEWqdSL8JU6g","""Muldoon's Saloon & Eatery""","Restaurants;American (Traditional)","Cleveland","OH",3.5,47,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,195,"Good"
"127",143,"_9JdskgVrCRg_Lq4_uUucw","""Taco Bell""","Tex-Mex;Restaurants;Mexican;Fast Food","Cuyahoga Falls","OH",2,8,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,9,"Bad"
"128",144,"_9LZl0rVu89UOt5a6_J4wQ","""Jimmy John's""","Sandwiches;Restaurants","Goodyear","AZ",3,35,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,137,"Good"
"129",145,"_9Oh4NYx5Yjd4tG2_HWQww","""The Wild Vine Uncorked""","Bars;Nightlife;Arts & Entertainment;Music Venues;Restaurants;Tapas Bars;Wine Bars","Chandler","AZ",4,162,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,228,"Good"
"130",146,"_9vGmNrEcLWFOnUzeUdfag","""Joe's Real BBQ""","Restaurants;Comfort Food;Local Flavor;Barbeque","Gilbert","AZ",4,940,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,2747,"Good"
"131",147,"_9VQUKCkYWHfUTnxbn4O_A","""Tom's BBQ""","Event Planning & Services;Barbeque;Caterers;Restaurants","Mesa","AZ",3.5,88,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,302,"Good"
"132",148,"_9W8i0ZLcz8oCsjQIc3_Ww","""Firehouse Subs""","Fast Food;Sandwiches;Restaurants;Delis","Tempe","AZ",4,13,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,16,"Good"
"133",149,"_a6jhRFIgOe74U73T5B-Ww","""Fiesta Cafe""","Mexican;Restaurants","Champaign","IL",4,77,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,86,"Good"
"134",150,"_a8vCw5cxt1vhN-HbgNGuw","""ROCKSALT - Charlotte""","Breakfast & Brunch;Nightlife;Cocktail Bars;Restaurants;American (Traditional);Bars;Seafood","Charlotte","NC",3.5,184,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,184,"Good"
"135",151,"_AAzQeNJ4E2HIxM50qdwBA","""Alfred's Deli & Market""","Restaurants;Grocery;Delis;Polish;Food;Gluten-Free","Pittsburgh","PA",5,13,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,51,"Good"
"136",153,"_AKdBFzkl7GY-daxUCCbVA","""P.F. Chang's""","Chinese;Gluten-Free;Restaurants;Asian Fusion","Pittsburgh","PA",3,64,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,349,"Good"
"137",155,"_aQKV1-DFVYE4XAPdCjrog","""Alte Sonne""","Restaurants;Specialty Food;French;Food;German","Ludwigsburg","BW",4.5,20,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,2,"Good"
"138",156,"_AqONUa91mBuuxS4bgSRBA","""Deer Creek Diner""","Restaurants;American (New)","Russellton","PA",4.5,30,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,20,"Good"
"139",157,"_asVXuGe73eGBKi24WPfFw","""Rafael's Restaurant""","Restaurants;Spanish","Edinburgh","EDH",4.5,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,"Good"
"140",158,"_ax_jfISiBZ4JSTHrI4xJA","""Copper Still Moonshine Grill""","American (New);Nightlife;American (Traditional);Restaurants;Bars","Gilbert","AZ",4,237,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,878,"Good"
"141",159,"_aX7bPzYQdrIVUJpG_-0zg","""Fun Buffet""","Chinese;Asian Fusion;Restaurants;Buffets","Streetsboro","OH",2.5,41,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,67,"Bad"
"142",162,"_B3jnaQVtDXqydea1y92fQ","""Texas Roadhouse""","Steakhouses;Barbeque;Restaurants;American (Traditional);American (New)","Phoenix","AZ",3.5,207,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,716,"Good"
"143",163,"_BdDVf8wSBsuSwEale4Dvg","""Q TO U BBQ""","Barbeque;Restaurants","Cave Creek","AZ",4,35,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,16,"Good"
"144",164,"_bdLZrPmfIUe7OMNJc-f5A","""DaCaruso""","Italian;Restaurants","Neuhausen","BW",3.5,3,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,9,"Good"
"145",165,"_bDy-L6f148jLEzXSuBOFw","""Pieology Pizzeria""","Restaurants;Pizza","Chandler","AZ",4.5,164,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,285,"Good"
"146",166,"_BJdRw73rGb35ofd3ElTUA","""YS Restaurant""","Halal;Mediterranean;Middle Eastern;Restaurants","Tempe","AZ",4.5,25,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,18,"Good"
"147",167,"_blrEZQZ6et5QEUa-a2WLg","""Panda Express""","Chinese;Fast Food;Restaurants","Henderson","NV",2.5,40,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,301,"Bad"
"148",168,"_bOlJfNELoVIiYGonYnPWw","""Sushi House""","Restaurants;Sushi Bars;Japanese","Las Vegas","NV",3.5,31,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,59,"Good"
"149",170,"_BurpVcmKZRovzqW4cm1qw","""Chili's""","Tex-Mex;Restaurants;Bars;Nightlife","Peoria","AZ",3.5,30,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,53,"Good"
"150",171,"_bvc2j6E8mk_ZiMoh2iMuQ","""Sonic Drive-In""","American (Traditional);Restaurants;Fast Food","Glendale","AZ",2.5,8,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,75,"Bad"
"151",172,"_BVsHMWSF83bxakE9eTmhw","""Walnut Grill - Bridgeville""","Seafood;American (Traditional);Bars;American (New);Wine Bars;Restaurants;Salad;Nightlife","Bridgeville","PA",3,71,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,104,"Good"
"152",173,"_C-KsbyON91RH6cWKUfT5g","""The Mighty Oak Barrel""","Fruits & Veggies;Food;American (New);Specialty Food;Restaurants","Oakmont","PA",4,30,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,32,"Good"
"153",174,"_c3ixq9jYKxhLUB0czi0ug","""Original Hamburger Works""","Nightlife;Sports Bars;Burgers;Dive Bars;Restaurants;Bars","Phoenix","AZ",4,255,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,956,"Good"
"154",175,"_C5qe5r6yL_GiT5IIjFBYw","""KFC - Kentucky Fried Chicken""","Restaurants;Fast Food;American (Traditional);Chicken Wings","Stuttgart","BW",3,18,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,"Good"
"155",176,"_cbRzxYBYsQq2MXuivztjw","""Zoup!""","Soup;Restaurants;Sandwiches;Salad","Westlake","OH",3.5,22,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,110,"Good"
"156",177,"_CEoobNepzCNHxege05A5A","""LongHorn Steakhouse""","Restaurants;Steakhouses;American (Traditional);Barbeque","Charlotte","NC",3.5,52,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,237,"Good"
"157",178,"_CF9vpN1F9KcAkXbOIkL8w","""Tokyo Express""","Restaurants;Japanese","Phoenix","AZ",3.5,18,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,90,"Good"
"158",180,"_CoCciEZC0tlt504oPuJsQ","""Ristorante Pizzeria Fässle""","Restaurants;Pizza;Italian;Seafood","Korntal-Münchingen","BW",4.5,3,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,4,"Good"
"159",181,"_cRDDAasE-4584eXN_5Ecw","""Taco Bell""","Tex-Mex;Restaurants;Mexican;Fast Food","Phoenix","AZ",2.5,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,24,"Bad"
"160",182,"_cs_J4j8XXyBgihJs83qUg","""Church's Chicken""","Chicken Wings;Fast Food;Restaurants;Burgers","Las Vegas","NV",2,105,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,232,"Bad"
"161",183,"_csgqOCUWhaS4KAwm9Rcag","""Chick-fil-A""","Restaurants;Fast Food;Caterers;Event Planning & Services","Charlotte","NC",2.5,46,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,199,"Bad"
"162",184,"_ctJ1voqO3ID2C8IxxGUxg","""Smoke BBQ Grill""","Barbeque;Restaurants;American (Traditional)","Painesville","OH",4,32,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,36,"Good"
"163",185,"_cySQtzW1NAQLciwjsnXrg","""Roman Fountain Pizza""","Restaurants;Pizza","Lakewood","OH",4,27,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,21,"Good"
"164",186,"_d_nkRmQDRRA0oOaxR-W8Q","""Stowaway Pub""","Nightlife;Pubs;Bars;Restaurants","Stow","OH",3.5,12,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,47,"Good"
"165",187,"_D24o_hslw6Ez4xXfgbRVw","""Akropolis Cafe At Arboretum""","Restaurants;Greek;Mediterranean","Charlotte","NC",3,57,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,86,"Good"
"166",188,"_d76h17SjTnEq20u42Wwwg","""Di Cillo Tavern""","Bars;Pubs;Restaurants;Nightlife;American (Traditional);American (New);Italian;Dive Bars;Breakfast & Brunch","Mayfield Heights","OH",4,5,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,6,"Good"
"167",189,"_dcX-gXs3VxTBmURWdnTOw","""Buck & Honeys""","Event Planning & Services;Wine Bars;Restaurants;Nightlife;Venues & Event Spaces;Steakhouses;Breakfast & Brunch;Bars","Sun Prairie","WI",3.5,151,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,249,"Good"
"168",190,"_dfqxi1krqXmVHoGkfPnXg","""Hibachi Grill Super Buffet""","Szechuan;Chinese;Restaurants;Asian Fusion;Japanese;Buffets","Mesa","AZ",2.5,136,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,190,"Bad"
"169",191,"_dGND4z03G9REQh_KvfLUw","""McDonald's""","Fast Food;Burgers;Restaurants","Verona","WI",2.5,8,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,36,"Bad"
"170",192,"_DiGwfdiH913E4LURwb2qg","""New India Bazaar""","Specialty Food;Grocery;Ethnic Food;Food;Restaurants;Buffets;Indian","Phoenix","AZ",3.5,141,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,369,"Good"
"171",193,"_doekI31rRF3iLOZhbzVeg","""Tapatia's Taqueria""","Desserts;Tacos;Mexican;Food;Juice Bars & Smoothies;Restaurants","Cleveland","OH",4,9,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,3,"Good"
"172",194,"_DOjM_VGK-ojgjoY6esOdg","""The Q Shack""","Caterers;Event Planning & Services;Barbeque;Restaurants","Charlotte","NC",3.5,68,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,211,"Good"
"173",195,"_DPJ_PHJnXsuhYhsgBA0Xw","""Durant's""","Steakhouses;Diners;Bars;Wine Bars;Burgers;Seafood;Nightlife;Restaurants","Phoenix","AZ",4,749,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1731,"Good"
"174",197,"_E2LpT3PbYloqSFIQAYHTg","""Demetrio's Family Restaurant""","American (New);Restaurants","Seven Hills","OH",3,32,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,68,"Good"
"175",198,"_e3rChyednoh47n2cjGv2w","""Adela's Italian""","Restaurants;Salad;Italian","Phoenix","AZ",4.5,222,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,170,"Good"
"176",199,"_E6j0AVb3lkLBLzvPHInXA","""Smashburger""","Hot Dogs;Restaurants;Sandwiches;American (Traditional);Burgers;Salad;Chicken Wings","Phoenix","AZ",3,114,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,371,"Good"
"177",200,"_ecuzP8HBsuQfYy7IR8Jyg","""Vento La Trattoria""","Wine Bars;Bars;Restaurants;Nightlife;Italian","Bay Village","OH",4,42,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,79,"Good"
"178",201,"_eDVVS8wwXcdllaW6nfLyg","""Paid In Full""","Restaurants;Korean;Tapas/Small Plates;Japanese;Food;Street Vendors","Las Vegas","NV",4.5,50,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,97,"Good"
"179",202,"_eg8IWyKJe1QlXAbQqeemw","""Secret Arcade""","Nightlife;British;Bars;Lounges;Restaurants;Cocktail Bars","Edinburgh","EDH",4.5,26,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,169,"Good"
"180",204,"_eKvk2GoGKb3CoYolHgRlg","""Fresko A Mediterranean Kitchen""","Greek;Vegetarian;Sandwiches;Mediterranean;Restaurants","Phoenix","AZ",4.5,88,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,52,"Good"
"181",205,"_epxHMZUc0sNH9W8mUCIBQ","""Copper Plate An American Grill""","Restaurants;American (New)","Mesa","AZ",3,21,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,60,"Good"
"182",207,"_euNvs0P14284FXN1vZ_Pw","""Crema Cafe""","Cafes;Food;Coffee & Tea;Sandwiches;Vegan;Breakfast & Brunch;Restaurants","Madison","WI",4,168,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,393,"Good"
"183",208,"_EVOLAjWYEfSOO_smbBxaA","""Chipotle Mexican Grill""","Fast Food;Restaurants;Mexican","Wexford","PA",3,19,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,80,"Good"
"184",209,"_ewxwEwJM-IYfIYnKpQOZw","""Mexicali Raspados""","Restaurants;Ice Cream & Frozen Yogurt;Shaved Ice;Hot Dogs;Food","Las Vegas","NV",4.5,47,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,55,"Good"
"185",210,"_ex7M-yXGILBe2Kb1io2lQ","""Federicos""","Fast Food;Restaurants;Mexican","Peoria","AZ",3,4,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,16,"Good"
"186",211,"_eYGcch95eygN_b_rigUkg","""Cardenas Market""","Food;Restaurants;Grocery;Mexican","Las Vegas","NV",3.5,29,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,341,"Good"
"187",212,"_F4qxboOpRaOOMWsmXU8QA","""Pollo Campero""","Fast Food;Empanadas;Chicken Shop;Restaurants;Latin American;Food;Peruvian","Charlotte","NC",4,48,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,82,"Good"
"188",213,"_Fe6OFmVFAjwAXjkhZtIhw","""Martone's Market & Café""","Restaurants;Cafes;Delis","Essex","PA",4,49,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,"Good"
"189",214,"_FgODqQclua0klHLsFBmMg","""Deep Sea Carry-Out""","Fish & Chips;Restaurants","Edinburgh","EDH",4,13,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,13,"Good"
"190",215,"_FH3osvpPRnMv-K2u6ZM3w","""Peppi's""","Sandwiches;Restaurants","Pittsburgh","PA",4.5,98,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,234,"Good"
"191",216,"_FLNxsJ6T9WLkAdjwCLEqw","""Espresso Royale Caffe""","Food;Restaurants;Sandwiches;Internet Cafes;Coffee & Tea","Madison","WI",3.5,43,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,158,"Good"
"192",218,"_Fo8uNT17BEBUkKvUXCZkQ","""Tacos La Carreta""","Food;Mexican;American (New);Restaurants","Las Vegas","NV",4.5,45,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,44,"Good"
"193",220,"_fTBHNW58xuw0MMbgZTz9w","""Beijing Garden Chinese""","Food;Restaurants;Szechuan;Chinese","Phoenix","AZ",3,74,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,187,"Good"
"194",221,"_Fuf_7YczZoJhWHkjsi7hQ","""Royal Pita""","Restaurants;Greek","Phoenix","AZ",4.5,10,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,6,"Good"
"195",222,"_FXa_6j-6UDsxWo-KX7WvQ","""New Mexican Grill""","New Mexican Cuisine;Mexican;Restaurants","Gilbert","AZ",4,369,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1028,"Good"
"196",223,"_g1dtWEgy2HmOg107qsU7g","""Sausalitos""","Tex-Mex;Cocktail Bars;Bars;Restaurants;Nightlife","Stuttgart","BW",3,6,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,9,"Good"
"197",224,"_giuQJ5eYQNxE_wtcNDm_A","""Lempira Restaurant""","Latin American;Mexican;Salvadoran;Honduran;Restaurants","Charlotte","NC",3.5,55,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,86,"Good"
"198",225,"_gLBJhyp5vCr_iDWOaHoaA","""Subway""","Restaurants;Sandwiches;Fast Food","Gilbert","AZ",3,7,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,53,"Good"
"199",226,"_glMJT-AR1vNt-eatEdyeA","""Native Grill & Wings""","American (New);Nightlife;Sports Bars;Restaurants;Bars;Chicken Wings","Gilbert","AZ",3,69,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,129,"Good"
"200",227,"_gMR_YdsMwwKy63-UwjdnA","""Ohana Hawaiian BBQ""","Chinese;Restaurants;Hawaiian;Barbeque","Las Vegas","NV",4,40,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,365,"Good"
"201",230,"_GxeaxAMKoWiW2TiDiHyPA","""New Day Cafe""","Breakfast & Brunch;American (Traditional);Restaurants","Henderson","NV",3.5,38,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,87,"Good"
"202",232,"_GxLAJO1TgU7UKY9cMad9Q","""NC Tavern""","Seafood;Chicken Wings;Sports Bars;Restaurants;Bars;Nightlife","Charlotte","NC",2.5,32,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,36,"Bad"
"203",233,"_GzHBlk6YWUDPaGbhHw9JA","""Sonny's Kitchen""","Restaurants;Breakfast & Brunch;Diners","Oregon","WI",3.5,9,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,3,"Good"
"204",234,"_H4GXECi4nHfJTz4dsQV_w","""Rita's Burritos""","Mexican;Restaurants","Chandler","AZ",4.5,191,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,180,"Good"
"205",235,"_HboH55t0MnGVaDxzuogdQ","""Rubio's""","Event Planning & Services;Caterers;Mexican;Seafood;Salad;Restaurants;Fast Food","Mesa","AZ",3.5,47,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,284,"Good"
"206",236,"_HGz-BfLYJlShdz_eg3BOw","""Windy City Dogs""","Restaurants;American (New);Hot Dogs;Fast Food","El Mirage","AZ",4.5,21,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,34,"Good"
"207",237,"_HhZV5S7sypfcE2AcEkL4w","""Steak 'n Shake""","Diners;Burgers;Restaurants","Kannapolis","NC",2.5,38,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,87,"Bad"
"208",238,"_hJy4lG6iuWIE95UYHJyiw","""Tequila Mexican Restaurant""","Mexican;Restaurants","Gastonia","NC",3.5,11,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,13,"Good"
"209",239,"_hML_SleB40KkUrMHOZ_-Q","""Rx Boiler Room""","American (Traditional);Cocktail Bars;Nightlife;Bars;Restaurants;American (New)","Las Vegas","NV",4,401,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1233,"Good"
"210",240,"_hq2bY4mmIX1XJF4IaPANw","""La Commedia""","Restaurants;Italian;Pizza","Leinfelden-Echterdingen","BW",4.5,3,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,2,"Good"
"211",242,"_hVxxHJFWUsqDXgJex-Lng","""St Vincent""","Gastropubs;Bars;Pubs;Nightlife;Restaurants","Edinburgh","EDH",4,7,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,21,"Good"
"212",243,"_HVZ1V8IDa49MWdejx9BbA","""America's Taco Shop""","Mexican;Restaurants","Phoenix","AZ",2,38,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,57,"Bad"
"213",245,"_I6Le3AZKRM_BRJQLs-M0A","""China Palace""","Restaurants;Chinese","Edinburgh","EDH",3,3,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,"Good"
"214",246,"_I8YNv_xKShsTIsDkLyoeQ","""No. 8 Lister Square""","Restaurants;Gastropubs","Edinburgh","EDH",4,5,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,15,"Good"
"215",247,"_IAPvUvtCKzNwBH-w81uEQ","""La Locanda""","Restaurants;Italian;Cafes;French","Edinburgh","EDH",4.5,17,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,19,"Good"
"216",248,"_iEl9sCLsvXEFHUWPvgsAg","""Chico Malo""","Restaurants;Mexican;Tapas/Small Plates","Phoenix","AZ",4,192,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,213,"Good"
"217",250,"_ikylomPLdTgVtE0xWR_1Q","""Rolberto's""","Breakfast & Brunch;Mexican;Restaurants","Phoenix","AZ",3.5,26,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,130,"Good"
"218",252,"_in6pQUIS1Ec57MXTPn7KQ","""Bob Evans""","Restaurants;Comfort Food;Breakfast & Brunch;Hotels & Travel;Salad;American (Traditional);Bed & Breakfast","Monroeville","PA",2.5,32,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,89,"Bad"
"219",255,"_iUlt5rm-15QoLw0MEEg5A","""Mitchell's Restaurant Bar & Banquet Center""","Event Planning & Services;Restaurants;Bars;Lounges;Venues & Event Spaces;Nightlife;American (Traditional)","Pittsburgh","PA",3.5,31,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,71,"Good"
"220",257,"_Izez54wm0TqZ4XHmj0z9Q","""Sonic Drive In""","Food;Restaurants;Fast Food","Avondale","AZ",3,7,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,55,"Good"
"221",259,"_IZyyv0dFfpIy_rI_-nwTQ","""Osaka Japanese Steakhouse""","Sushi Bars;Restaurants;Steakhouses;Japanese;American (New)","Mesa","AZ",4,352,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1924,"Good"
"222",260,"_j0xNyOAtLI7iRF4GStBgA","""Metcalfe's Market""","Beer;Wine & Spirits;Grocery;Restaurants;Cafes;Food","Madison","WI",4,30,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,238,"Good"
"223",261,"_j2EtQtgLuXGRBfbM5YwZA","""Noodle Asia""","Noodles;Asian Fusion;Chinese;Dim Sum;Restaurants","Las Vegas","NV",3.5,963,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,3689,"Good"
"224",262,"_JA3TLF5JJ95mthVwEdFuw","""Steak 'n Shake""","Restaurants;American (Traditional);Diners;Breakfast & Brunch;Fast Food;Burgers;American (New)","Charlotte","NC",2,55,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,134,"Bad"
"225",263,"_JbuDLG7SFEtiCVDT1M0CQ","""Bowlology""","Live/Raw Food;Food;Acai Bowls;Poke;Restaurants;Juice Bars & Smoothies","Las Vegas","NV",4,189,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,757,"Good"
"226",264,"_jdEeATPzBYYBM0Y9W31Bg","""Sammy's Famous Corned Beef""","Sandwiches;Restaurants","Pittsburgh","PA",3.5,39,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,94,"Good"
"227",265,"_jGyZz4v9dedx_LIdJHulw","""KFC""","Restaurants;Chicken Wings;Fast Food","Phoenix","AZ",2,27,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,44,"Bad"
"228",266,"_JHc80efrQs66FcponywIQ","""Pad Thai""","Restaurants;Thai","Hudson","OH",3,75,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,109,"Good"
"229",267,"_jjWYDq1dWjUJfU7ELTYpA","""Naked BBQ""","Salad;Restaurants;Barbeque;Sandwiches","Scottsdale","AZ",4.5,142,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,39,"Good"
"230",268,"_jlb8zDfx3hvoK-TYI02rw","""Bobby's Sandwich Bar""","Coffee & Tea;Sandwiches;Restaurants;Food","Edinburgh","EDH",4,17,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,22,"Good"
"231",269,"_jNe_vwxiEh0G9JRZByc0w","""Hemma""","Venues & Event Spaces;Bars;Event Planning & Services;British;Restaurants;Nightlife;Scandinavian;Lounges","Edinburgh","EDH",4,54,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,269,"Good"
